frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
24,0.801,mp,0.0000,Sadness,STRESS,---,,---,0.0128,-0.0898,0.4094,0.3273,0.1875,0.0024,-0.000143,IDLE,"111,67,197,177",-0.5634,0.0010
25,0.834,mp,0.0000,Sadness,STRESS,---,,---,0.0122,-0.0890,0.4211,0.3274,0.1394,0.0023,-0.000129,IDLE,"111,67,197,177",-0.5603,0.0012
26,0.868,mp,0.0000,Sadness,STRESS,---,,---,0.0123,-0.0816,0.3998,0.3250,0.0244,0.0022,-0.000116,IDLE,"112,67,198,177",-0.5617,0.0011
27,0.901,mp,0.0000,Sadness,STRESS,---,,---,0.0115,-0.0803,0.4165,0.3199,0.0004,0.0021,-0.000106,IDLE,"112,67,198,176",-0.5523,0.0010
28,0.934,mp,0.0000,Sadness,STRESS,---,,---,0.0126,-0.0609,0.4197,0.3227,0.4434,0.0020,-0.000097,IDLE,"112,67,198,176",-0.5493,0.0017
29,0.968,haar,0.0000,Neutral,STRESS,---,,---,0.0101,-0.1070,0.3937,0.3103,0.0020,0.0020,-0.000089,IDLE,"112,67,199,176",-0.5362,0.0013
30,1.001,haar,0.0296,Neutral,STRESS,---,,---,0.0229,0.0216,0.3407,0.3163,0.4931,0.0029,0.000017,IDLE,"112,67,199,176",-0.5187,0.0024
31,1.034,haar,0.0221,Sadness,STRESS,---,,---,0.0223,0.0042,0.3120,0.3123,0.2694,0.0035,0.000091,IDLE,"112,67,199,176",-0.5005,0.0032
32,1.068,haar,0.0457,Sadness,STRESS,---,,---,0.0516,-0.0052,0.3384,0.3202,1.0369,0.0048,0.000235,IDLE,"112,67,199,176",-0.4986,0.0047
33,1.101,haar,0.0584,Sadness,STRESS,---,,---,0.0563,0.0166,0.3151,0.3155,0.0730,0.0065,0.000407,IDLE,"113,67,199,176",-0.5391,0.0020
34,1.134,haar,0.0376,Sadness,STRESS,---,,---,0.0322,0.0196,0.2951,0.3238,0.2262,0.0074,0.000508,IDLE,"113,66,200,176",-0.5540,0.0019
35,1.168,haar,0.0737,Anger,STRESS,---,,---,0.0520,0.0640,0.3149,0.3256,0.0190,0.0093,0.000707,IDLE,"113,66,201,176",-0.5651,0.0018
36,1.201,haar,0.1030,Anger,STRESS,---,,---,0.0532,0.1348,0.3392,0.3257,0.1628,0.0119,0.000975,IDLE,"113,66,201,176",-0.5547,0.0026
37,1.235,haar,0.0734,Anger,STRESS,---,,---,0.0419,0.0865,0.3436,0.3267,0.0098,0.0135,0.001149,IDLE,"113,66,202,176",-0.5615,0.0030
38,1.268,mp,0.0055,Sadness,STRESS,---,,---,0.0200,-0.0329,0.3517,0.3245,0.0000,0.0133,0.001135,IDLE,"113,66,202,176",-0.5646,0.0028
39,1.301,haar,0.0000,Sadness,STRESS,---,,---,0.0093,-0.2004,0.4837,0.3123,0.0808,0.0130,0.001008,IDLE,"113,66,202,176",-0.5374,0.0024
40,1.335,mp,0.0000,Neutral,---,---,,---,0.0093,-0.0714,0.3318,0.3034,0.0821,0.0127,0.000914,IDLE,"113,65,202,176",-0.5136,0.0017
41,1.368,haar,0.0258,Sadness,STRESS,---,,---,0.0389,-0.0251,0.3857,0.3095,0.9700,0.0130,0.000814,IDLE,"113,65,202,177",-0.5025,0.0031
42,1.401,haar,0.0984,Sadness,STRESS,---,,---,0.0584,0.1145,0.2603,0.3070,0.2484,0.0150,0.000855,IDLE,"113,65,202,177",-0.4847,0.0075
43,1.435,haar,0.1223,Sadness,STRESS,---,,---,0.0821,0.1186,0.2755,0.3138,0.3284,0.0175,0.001013,IDLE,"113,65,202,177",-0.4983,0.0117
44,1.468,haar,0.1820,Surprise,STRESS,---,,---,0.1064,0.2130,0.2992,0.3153,0.0508,0.0212,0.001197,IDLE,"113,65,202,177",-0.5086,0.0147
45,1.502,haar,0.1863,Surprise,STRESS,---,,---,0.1058,0.2239,0.2931,0.3194,0.4570,0.0249,0.001304,IDLE,"113,65,202,177",-0.5083,0.0198
46,1.535,haar,0.1780,Anger,STRESS,---,,---,0.1022,0.2120,0.2505,0.3170,0.2979,0.0282,0.001471,IDLE,"113,65,202,177",-0.4950,0.0207
47,1.568,haar,0.0999,Anger,STRESS,---,,---,0.0636,0.1049,0.2607,0.3144,0.0121,0.0298,0.001644,IDLE,"113,65,202,176",-0.4948,0.0173
48,1.602,haar,0.1010,Anger,STRESS,---,,---,0.0714,0.0894,0.2649,0.3153,0.1675,0.0312,0.001827,IDLE,"113,65,202,176",-0.5040,0.0146
49,1.635,haar,0.0000,Sadness,STRESS,---,,---,0.0226,-0.1068,0.4826,0.3290,0.2544,0.0306,0.001796,IDLE,"113,64,201,176",-0.5460,0.0093
50,1.668,haar,0.0322,Neutral,STRESS,---,,---,0.0324,0.0056,0.3352,0.3235,0.0000,0.0306,0.001767,IDLE,"113,64,201,175",-0.5577,0.0050
51,1.702,haar,0.0000,Sadness,---,---,,---,0.0143,-0.0766,0.3781,0.3244,0.0267,0.0298,0.001482,IDLE,"113,64,202,174",-0.5695,0.0037
52,1.735,haar,0.0026,Sadness,---,---,,---,0.0256,-0.0531,0.3735,0.3226,0.0002,0.0295,0.001205,IDLE,"113,63,201,174",-0.5690,0.0030
53,1.768,haar,0.0000,Sadness,---,---,,---,0.0110,-0.0827,0.4021,0.3258,0.3116,0.0295,0.000831,IDLE,"113,63,201,173",-0.5754,0.0032
54,1.802,haar,0.0000,Sadness,---,---,,---,0.0121,-0.0867,0.4460,0.3266,0.1708,0.0295,0.000464,IDLE,"113,63,201,173",-0.5717,0.0034
55,1.835,haar,0.0000,Sadness,STRESS,---,,---,0.0110,-0.1104,0.3948,0.3338,0.4370,0.0295,0.000131,IDLE,"113,62,200,173",-0.5786,0.0039
56,1.869,haar,0.0000,Sadness,STRESS,---,,---,0.0169,-0.0404,0.4551,0.3379,0.3336,0.0295,-0.000021,IDLE,"113,62,200,173",-0.5757,0.0041
57,1.902,haar,0.0000,Sadness,STRESS,---,,---,0.0188,-0.0943,0.4888,0.3349,0.1093,0.0295,-0.000170,IDLE,"113,63,199,173",-0.5616,0.0037
58,1.935,haar,0.0077,Sadness,STRESS,---,,---,0.0201,-0.0276,0.3570,0.3357,0.1461,0.0297,-0.000090,IDLE,"113,63,199,173",-0.5551,0.0039
59,1.969,mp,0.0488,Disgust,STRESS,---,,---,0.0172,0.0820,0.4195,0.3331,0.0961,0.0307,0.000004,IDLE,"113,63,199,173",-0.5468,0.0033
60,2.002,mp,0.0507,Disgust,STRESS,---,,---,0.0176,0.0856,0.4186,0.3346,0.0831,0.0317,0.000187,IDLE,"113,63,198,173",-0.5459,0.0030
61,2.035,mp,0.0540,Disgust,STRESS,---,,---,0.0158,0.0981,0.4275,0.3339,0.0649,0.0328,0.000323,IDLE,"113,63,198,173",-0.5370,0.0029
62,2.069,mp,0.0590,Disgust,STRESS,---,,---,0.0214,0.0979,0.3772,0.3306,0.1739,0.0340,0.000441,IDLE,"113,64,198,173",-0.5028,0.0030
63,2.102,haar,0.0000,Sadness,STRESS,---,,---,0.0160,-0.1474,0.5287,0.3292,0.6425,0.0340,0.000441,IDLE,"113,64,198,173",-0.4523,0.0036
64,2.135,haar,0.0000,Sadness,STRESS,---,,---,0.0237,-0.1073,0.4347,0.3370,0.2257,0.0340,0.000441,IDLE,"113,64,198,173",-0.4637,0.0041
65,2.169,haar,0.0000,Sadness,STRESS,---,,---,0.0194,-0.1299,0.4839,0.3473,0.1134,0.0340,0.000441,IDLE,"113,64,198,173",-0.4920,0.0041
66,2.202,haar,0.0000,Sadness,STRESS,---,,---,0.0141,-0.1304,0.5201,0.3577,0.4198,0.0340,0.000441,IDLE,"113,64,198,173",-0.5181,0.0047
67,2.236,haar,0.0000,Sadness,STRESS,---,,---,0.0132,-0.1302,0.5303,0.3623,0.0000,0.0340,0.000425,IDLE,"113,64,198,173",-0.5462,0.0045
68,2.269,haar,0.0000,Sadness,STRESS,---,,---,0.0162,-0.1387,0.5052,0.3705,0.7838,0.0340,0.000327,IDLE,"113,64,198,173",-0.5521,0.0071
69,2.302,haar,0.0000,Sadness,STRESS,---,,---,0.0125,-0.2582,0.7353,0.3742,0.2131,0.0340,0.000226,IDLE,"113,63,198,173",-0.5596,0.0108
70,2.336,haar,0.0000,Sadness,STRESS,---,,---,0.0158,-0.2999,0.7658,0.3831,0.6488,0.0340,0.000118,IDLE,"113,63,198,173",-0.5802,0.0189
71,2.369,mp,0.0187,Sadness,STRESS,---,,---,0.0517,-0.0758,0.4437,0.3891,1.4335,0.0343,0.000037,IDLE,"113,63,199,173",-0.5406,0.0353
72,2.402,mp,0.0871,Sadness,STRESS,---,,---,0.0936,-0.0064,0.4088,0.3697,0.2248,0.0361,0.000212,IDLE,"112,62,199,173",-0.4742,0.0516
73,2.436,mp,0.1274,Sadness,STRESS,---,,---,0.1101,0.0631,0.3703,0.3272,0.0032,0.0386,0.000466,IDLE,"112,62,199,173",-0.4102,0.0864
74,2.469,haar,0.0355,Sadness,STRESS,---,,---,0.0773,-0.0896,0.6092,0.3039,0.3716,0.0393,0.000537,IDLE,"112,62,198,175",-0.3385,0.1158
75,2.502,haar,0.2774,Sadness,STRESS,---,,---,0.3152,-0.0169,0.4143,0.2866,0.0000,0.0449,0.001092,IDLE,"112,63,199,175",-0.3370,0.1098
76,2.536,haar,0.1689,Sadness,STRESS,---,,---,0.2099,-0.0345,0.5067,0.2369,0.2571,0.0483,0.001430,IDLE,"112,65,199,176",-0.2158,0.2089
77,2.569,haar,0.0239,Sadness,STRESS,STARTLE,,---,0.0776,-0.1197,0.6195,0.2962,3.1212,0.0487,0.001478,IDLE,"112,67,200,177",-0.3289,0.1297
78,2.603,haar,0.0749,Sadness,STRESS,---,,---,0.1251,-0.1062,0.5665,0.3442,2.4921,0.0502,0.001628,IDLE,"112,68,201,177",-0.3964,0.0921
79,2.636,haar,0.0000,Sadness,STRESS,---,,---,0.0397,-0.2782,0.7891,0.3745,1.2456,0.0502,0.001628,IDLE,"112,68,201,176",-0.4487,0.0468
80,2.669,haar,0.0000,Sadness,STRESS,---,,---,0.0350,-0.2164,0.7588,0.3690,0.4934,0.0496,0.001531,IDLE,"112,67,201,176",-0.4416,0.0480
81,2.703,haar,0.0781,Sadness,STRESS,---,,---,0.1206,-0.0882,0.5691,0.3476,1.0942,0.0508,0.001469,IDLE,"112,67,200,176",-0.3634,0.0672
82,2.736,mp,0.0546,Sadness,STRESS,---,,---,0.0845,-0.0548,0.3590,0.2783,0.3887,0.0509,0.001232,IDLE,"112,67,200,176",-0.2522,0.1851
83,2.769,haar,0.0419,Sadness,JOY,---,,---,0.0514,-0.0060,0.4213,0.2256,0.1049,0.0506,0.001128,IDLE,"112,66,199,176",-0.1270,0.3046
84,2.803,haar,0.0531,Sadness,JOY,---,,---,0.0571,0.0174,0.3785,0.1745,0.0046,0.0509,0.000604,IDLE,"112,66,199,175",0.0051,0.4142
85,2.836,haar,0.0599,Sadness,JOY,---,,---,0.0847,-0.0206,0.3038,0.1277,0.0073,0.0506,0.000239,IDLE,"112,66,199,174",0.1116,0.5202
86,2.870,haar,0.0555,Sadness,JOY,---,,---,0.0965,-0.0550,0.3821,0.0869,0.0003,0.0497,0.000096,IDLE,"112,66,198,174",0.1995,0.6017
87,2.903,haar,0.0698,Sadness,JOY,---,,---,0.0861,0.0176,0.3957,0.0658,0.0004,0.0496,-0.000061,IDLE,"112,66,198,174",0.2601,0.6472
88,2.936,haar,0.1095,Surprise,JOY,---,,---,0.1203,0.0645,0.2445,0.0571,0.0087,0.0517,0.000147,IDLE,"112,66,198,174",0.2971,0.7024
89,2.970,haar,0.0889,Sadness,JOY,---,,---,0.0784,0.0929,0.3088,0.0749,0.1591,0.0535,0.000384,IDLE,"112,66,198,174",0.2848,0.7001
90,3.003,haar,0.2160,Sadness,JOY,---,,---,0.2181,0.1712,0.3361,0.0587,0.1059,0.0578,0.000704,IDLE,"112,65,199,174",0.3309,0.7511
91,3.036,haar,0.1455,Happiness,JOY,---,,---,0.1448,0.1314,0.2908,0.0337,0.0488,0.0602,0.000926,IDLE,"112,65,199,174",0.3681,0.7587
92,3.070,haar,0.1407,Happiness,JOY,---,,---,0.1348,0.1422,0.3340,0.0265,0.1929,0.0610,0.001043,IDLE,"112,64,199,174",0.4054,0.8062
93,3.103,mp,0.1877,Happiness,JOY,---,,---,0.1463,0.2774,0.5024,0.0115,0.1744,0.0623,0.001143,IDLE,"112,64,199,174",0.4478,0.8468
94,3.136,haar,0.1634,Happiness,JOY,---,,---,0.1718,0.1395,0.3950,0.0077,0.1162,0.0620,0.001134,IDLE,"111,64,199,173",0.4903,0.8670
95,3.170,mp,0.2030,Happiness,JOY,---,,---,0.1724,0.2746,0.5436,0.0000,0.7137,0.0623,0.001262,IDLE,"112,64,200,173",0.4816,0.8572
96,3.203,haar,0.1384,Sadness,JOY,---,,---,0.1705,0.0591,0.3130,0.0103,0.1539,0.0615,0.001190,IDLE,"112,64,200,173",0.4751,0.8439
97,3.237,haar,0.1847,Sadness,JOY,---,,---,0.2287,0.0680,0.3788,0.0234,0.1202,0.0632,0.001152,IDLE,"113,64,200,173",0.4643,0.8403
98,3.270,haar,0.1156,Happiness,JOY,---,,---,0.1216,0.0938,0.3982,0.0202,0.0630,0.0635,0.001003,IDLE,"113,65,201,173",0.5103,0.8501
99,3.303,mp,0.2188,Happiness,JOY,---,,---,0.1901,0.2635,0.4019,0.0316,0.1543,0.0679,0.001008,IDLE,"113,65,201,173",0.5072,0.8666
100,3.337,haar,0.1337,Sadness,JOY,---,,---,0.1612,0.0554,0.2573,0.0330,0.1231,0.0699,0.000972,IDLE,"113,65,201,173",0.5189,0.8625
101,3.370,haar,0.0791,Happiness,JOY,---,,---,0.1028,0.0140,0.2866,0.0386,0.0001,0.0715,0.001046,IDLE,"113,65,201,173",0.5019,0.8493
102,3.403,haar,0.1177,Sadness,JOY,---,,---,0.1538,0.0332,0.3504,0.0000,0.0082,0.0738,0.001145,IDLE,"113,65,201,173",0.4977,0.8405
103,3.437,haar,0.0940,Sadness,JOY,---,,---,0.1339,0.0010,0.5550,0.0000,0.0094,0.0757,0.001370,IDLE,"113,66,201,173",0.5019,0.8225
104,3.470,haar,0.0750,Sadness,JOY,---,,---,0.1149,-0.0180,0.3308,0.0000,0.0460,0.0772,0.001487,IDLE,"112,66,201,173",0.5086,0.8190
105,3.504,mp,0.1761,Happiness,JOY,---,,---,0.1675,0.1962,0.2838,0.0000,0.0729,0.0807,0.001918,IDLE,"112,66,200,173",0.5335,0.8222
106,3.537,haar,0.1001,Happiness,JOY,---,,---,0.0928,0.1092,0.4574,0.0240,0.1155,0.0827,0.001948,IDLE,"112,66,200,173",0.5303,0.8205
107,3.570,mp,0.2178,Happiness,JOY,---,,---,0.2089,0.2242,0.2825,0.0201,0.0000,0.0871,0.002355,IDLE,"112,66,200,173",0.5108,0.8122
108,3.604,haar,0.0997,Sadness,JOY,---,,---,0.1247,0.0340,0.2768,0.0232,0.0000,0.0889,0.002101,IDLE,"112,66,199,173",0.4718,0.7949
109,3.637,haar,0.1043,Happiness,JOY,---,,---,0.1013,0.1043,0.3287,0.0204,0.0070,0.0900,0.002009,IDLE,"112,66,199,173",0.4554,0.7782
110,3.670,haar,0.1478,Sadness,JOY,---,,---,0.1655,0.0952,0.2428,0.0234,0.0639,0.0919,0.002045,IDLE,"112,66,199,173",0.4186,0.7579
111,3.704,haar,0.1270,Surprise,JOY,---,,---,0.1339,0.0991,0.2921,0.0291,0.0617,0.0934,0.001961,IDLE,"112,66,199,173",0.3817,0.7393
112,3.737,mp,0.1716,Sadness,JOY,---,,---,0.1770,0.1395,0.2459,0.0353,0.1116,0.0957,0.001998,IDLE,"112,65,198,173",0.3292,0.6930
113,3.770,mp,0.1528,Sadness,JOY,---,,---,0.1443,0.1414,0.2430,0.0655,0.1781,0.0987,0.002154,IDLE,"112,65,198,173",0.2178,0.6320
114,3.804,haar,0.0737,Surprise,JOY,---,,---,0.0793,0.0402,0.2687,0.0905,0.3416,0.1002,0.001949,IDLE,"112,65,197,173",0.1453,0.5443
115,3.837,haar,0.0298,Sadness,JOY,---,,---,0.0726,-0.0820,0.4449,0.1370,1.5422,0.1008,0.001809,IDLE,"112,64,197,172",0.0797,0.4819
116,3.871,haar,0.0000,Sadness,JOY,---,,---,0.0387,-0.2003,0.5725,0.1489,0.3580,0.1008,0.001373,IDLE,"113,64,197,172",0.0476,0.4545
117,3.904,haar,0.0000,Sadness,JOY,---,,---,0.0241,-0.3266,0.7583,0.2131,1.2603,0.1008,0.001189,IDLE,"112,65,197,172",-0.0982,0.3793
118,3.937,haar,0.0000,Sadness,JOY,---,,---,0.0323,-0.2571,0.5571,0.1533,0.0374,0.1008,0.001078,IDLE,"112,66,197,173",-0.0095,0.4637
119,3.971,haar,0.0239,Sadness,JOY,---,,---,0.0789,-0.1107,0.4773,0.0835,0.0133,0.1013,0.000932,IDLE,"112,67,196,174",0.1239,0.5552
120,4.004,haar,0.0431,Sadness,JOY,---,,---,0.0873,-0.0721,0.4830,0.0928,0.5528,0.1021,0.000872,IDLE,"112,68,196,174",0.0725,0.5510
121,4.037,mp,0.0504,Sadness,JOY,---,,---,0.0899,-0.0584,0.4995,0.1096,0.0008,0.1028,0.000710,IDLE,"112,67,196,174",0.0346,0.5415
122,4.071,haar,0.0407,Sadness,JOY,---,,---,0.0930,-0.0931,0.5096,0.0935,0.0002,0.1018,0.000312,IDLE,"111,67,196,173",0.0461,0.5381
123,4.104,haar,0.1862,Sadness,JOY,---,,---,0.2145,0.0614,0.3830,0.1041,0.2213,0.1030,0.000282,IDLE,"111,66,196,172",0.0447,0.5675
124,4.137,haar,0.1375,Sadness,JOY,---,,---,0.1835,-0.0070,0.4901,0.0876,0.5472,0.1050,0.000426,IDLE,"111,64,196,172",0.1489,0.6121
125,4.171,haar,0.0770,Sadness,JOY,---,,---,0.1212,-0.0457,0.6200,0.0818,0.0421,0.1010,0.000025,IDLE,"111,63,196,172",0.1645,0.5935
126,4.204,haar,0.0000,Sadness,JOY,---,,---,0.0700,-0.1656,0.5796,0.0789,0.0564,0.0977,-0.000313,IDLE,"111,63,195,171",0.1727,0.6079
127,4.238,haar,0.0000,Sadness,JOY,---,,---,0.0508,-0.1548,0.4917,0.0752,0.0536,0.0972,-0.000360,IDLE,"111,63,195,171",0.1767,0.6186
128,4.271,haar,0.0072,Sadness,JOY,---,,---,0.0648,-0.1283,0.5406,0.0594,0.0702,0.0958,-0.000544,IDLE,"111,63,195,172",0.2322,0.6737
129,4.304,haar,0.1831,Sadness,JOY,---,,---,0.2318,0.0696,0.4227,0.0000,0.7800,0.0995,-0.000264,IDLE,"110,63,196,172",0.3178,0.7168
130,4.338,haar,0.4396,Fear,JOY,STARTLE,,---,0.4768,0.3003,0.4768,0.0372,3.3385,0.1083,0.000552,IDLE,"110,63,197,174",0.3571,0.7579
131,4.371,haar,0.4002,Fear,JOY,---,,---,0.4479,0.2175,0.4479,0.0565,0.3737,0.1147,0.001289,IDLE,"110,63,199,174",0.3367,0.7462
132,4.404,haar,0.1838,Sadness,JOY,---,,---,0.1977,0.1090,0.4632,0.0742,0.0982,0.1173,0.001430,IDLE,"110,63,199,171",0.3334,0.7345
133,4.438,haar,0.0200,Sadness,JOY,---,,---,0.0642,-0.0871,0.4557,0.0653,0.3768,0.1169,0.001183,IDLE,"111,63,199,171",0.3145,0.6995
134,4.471,haar,0.0000,Sadness,JOY,---,,---,0.0483,-0.1459,0.6001,0.0893,0.5480,0.1158,0.001477,IDLE,"112,63,198,170",0.2117,0.6267
135,4.505,haar,0.0000,Sadness,JOY,---,,---,0.0354,-0.2676,0.6912,0.0899,1.3688,0.1146,0.001695,IDLE,"112,63,198,170",0.2682,0.6077
136,4.538,haar,0.0000,Sadness,JOY,---,,---,0.0177,-0.3241,0.8245,0.1014,1.4196,0.1135,0.001632,IDLE,"113,63,199,170",0.3165,0.6168
137,4.571,haar,0.0000,Sadness,JOY,---,,---,0.0219,-0.3537,0.8407,0.1283,0.0203,0.1121,0.001628,IDLE,"113,63,201,171",0.1950,0.5537
138,4.605,haar,0.1576,Sadness,JOY,---,,---,0.1959,0.0192,0.5635,0.1033,0.8838,0.1131,0.001358,IDLE,"113,62,201,173",0.1891,0.5745
139,4.638,haar,0.3185,Sadness,JOY,STARTLE,,---,0.3467,0.1673,0.4993,0.0876,3.4826,0.1177,0.000938,IDLE,"113,63,201,175",0.1505,0.5629
140,4.671,haar,0.3498,Sadness,JOY,---,,---,0.4146,0.1984,0.4582,0.0000,1.0626,0.1203,0.000561,IDLE,"114,64,200,176",0.3155,0.6462
141,4.705,haar,0.3855,Fear,JOY,---,,---,0.4505,0.2338,0.4505,0.0000,0.2413,0.1251,0.000783,IDLE,"114,65,201,175",0.3142,0.6384
142,4.738,haar,0.2971,Sadness,JOY,---,,---,0.3426,0.1908,0.4201,0.0000,1.5406,0.1283,0.001139,IDLE,"114,65,200,175",0.3689,0.6813
143,4.771,haar,0.2660,Sadness,JOY,---,,---,0.2687,0.2459,0.4122,0.0159,0.7952,0.1298,0.001402,IDLE,"114,66,200,175",0.2819,0.6204
144,4.805,haar,0.2854,Sadness,JOY,---,,---,0.2819,0.2663,0.3872,0.0294,0.5637,0.1323,0.001766,IDLE,"114,66,200,175",0.2699,0.6008
145,4.838,haar,0.3419,Sadness,JOY,---,,---,0.3222,0.2358,0.3610,0.1539,1.8804,0.1350,0.002154,IDLE,"114,66,199,175",-0.0457,0.3403
146,4.872,haar,0.1931,Sadness,JOY,---,,---,0.1886,0.1170,0.3818,0.1554,1.2080,0.1361,0.002403,IDLE,"115,65,199,175",-0.0392,0.3447
147,4.905,haar,0.2454,Sadness,STRESS,---,,---,0.1853,0.2544,0.4201,0.1911,0.0959,0.1374,0.002429,IDLE,"115,65,199,175",-0.1327,0.2464
148,4.938,haar,0.2459,Sadness,STRESS,---,,---,0.1810,0.2367,0.3957,0.2441,2.6498,0.1400,0.002230,IDLE,"115,65,199,175",-0.2112,0.1617
149,4.972,haar,0.0713,Sadness,STRESS,---,,---,0.0847,-0.0036,0.6109,0.2248,0.0283,0.1370,0.001668,IDLE,"115,65,199,174",-0.1852,0.1458
150,5.005,haar,0.0000,Sadness,STRESS,---,,---,0.0517,-0.1379,0.7271,0.2024,0.2064,0.1343,0.000920,IDLE,"115,64,199,173",-0.1289,0.1795
151,5.038,haar,0.0740,Sadness,---,---,,---,0.1005,-0.0203,0.6447,0.1512,0.4788,0.1342,0.000597,IDLE,"115,64,199,172",-0.0240,0.2705
152,5.072,haar,0.1893,Sadness,JOY,---,,---,0.1846,0.1644,0.3752,0.0601,0.9090,0.1357,0.000584,IDLE,"115,63,199,172",0.1820,0.4833
153,5.105,haar,0.2357,Sadness,JOY,---,,---,0.2388,0.2175,0.5233,0.0140,0.0020,0.1385,0.000623,IDLE,"115,63,200,173",0.2926,0.5963
154,5.138,haar,0.2436,Sadness,JOY,---,,---,0.2788,0.1536,0.4780,0.0099,0.4972,0.1419,0.000682,IDLE,"115,63,199,173",0.3511,0.6252
155,5.172,haar,0.2215,Sadness,JOY,---,,---,0.2400,0.1554,0.4453,0.0319,0.2898,0.1428,0.000664,IDLE,"115,63,199,172",0.2900,0.5718
